index,statement,label
1025,Says Donald Trumps plan to repeal the estate tax would mean the Walmart Walton family would get a $53 billion tax break.,0
1026,Margaret Sanger wanted a black Christian leader to be like a Judas goat and lead the blacks to genocide. Remember that? And they picked Martin Luther King as their spokesman.,1
1027,The average minimum wage worker is 35 years old.,1
1028,"Over the last few decades, the income of the top 1 percent grew by more than 275 percent -- to an average of $1.3 million a year.",0
1029,Putin — Who Once Honored Tillerson with Friendship Award — Won’t Meet with Secretary of State - Breitbart,0
1030,DeKalb County has cut more money from its general fund budget than any local government in the Atlanta metro region.,0
1031,Oregon Standoff Leaders Acquitted For Malheur Wildlife Refuge Takeover,1
1032,Were inches away from no longer having a free economy.,1
1033,Rhode Islands teen binge drinking rate is double the national average.,1
1034,DeKalb County has graduated five police academies and three fire academies to help reach its ambitious hiring goals in both departments.,0
1035,The right-wing extremists are trying to take this seat so they can push their anti-choice and anti-equality agenda through our State House.,1
1036,"The average federal employee makes $120,000 a year. The average private employee makes $60,000 a year.",1
1037,President Obama has added $4 billion in debt every day.,0
1038,Medicare has spent $172 million on penis pumps in the last five years at $360 a pop.,0
1039,"Says Erv Nelson voted yes on the pro-amnesty SJR 21, a bill urgingCongress to provide citizenship for those residing illegally in our country.",0
1040,Says taxes were raised 115 times in the eight years before I became governor and those increases were part of a path that led to wealth and jobs and people leaving our state.,0
1041,The health care reform law reduces the deficit by nearly $1.2 trillion over the next two decades.,0
1042,MASSIVE LIST: The Times “Tolerant” Libs Got Violent With Trump Supporters,1
1043,Says Stefani Carter repeatedly used her campaign contributors donations to rent margarita machines for our state house office.,0
1044,"Republican challenger Bill Flores ""has never once voted in a general election in our district.""",0
1045,"If Trump Wants to Fix the ‘Disaster’ of the Pentagon, He Should Clean Up Its Nuclear Lies",1
1046,The Common Core was not put together by the Department of Education in Washington. It was put together by governors and by states.,0
1047,"An image of nine white, blondwomen shows the amazing diversity of Fox News anchors.",1
1048,"We are in the sixth year of recovery, and median income is below what it was at the start of the recovery.",0
1049,"Under the Iran nuclear deal, we give them $150 billion, we get nothing.",1
1050,F.B.I.’s Critique of Hillary Clinton Is a Ready-Made Attack Ad - The New York Times,0
1051,"The financial services bill will end ""too-big-to-fail.""",1
1052,"Maj. Nidal Hasan, the man accused of the Fort Hood shootings, ""was an ADVISOR to the Obama Administration.""",1
1053,"Ryan Sittons company accepted over $650,000 in Obama stimulus dollars.",1
1054,"In Effort to Defeat ISIS, U.S. and Iran Impede One Another - The New York Times",0
1055,President Reagan did it (raised the debt ceiling) 18 times. George W. Bush did it seven times.,0
1056,Diane Black voted to fund Obamacare.,1
1057,"""Under the Baucus bill ... federal funds would subsidize coverage of elective abortions.""",1
1058,"""I told the Congress 'thanks, but no thanks,' on that Bridge to Nowhere.""",0
1059,"George Allen voted to end Pell Grants for 84,000 students.",0
1060,"For every 33 pregnant women that walk into a Planned Parenthood clinic, 32 receive an abortion.",1
1061,Says Mitt Romneys campaign has already spent more on negative ads than John McCain did during his entire presidential run.,1
1062,We expanded charter schools.,0
1063,George Allen and his colleagues in the Senate turned the biggest surplus in the history of the United States into the biggest deficit in the history of the United States.,0
1064,Says Ohio law gives tax breaks to rich people who own private jets.,0
1065,Life: The Power Of Unity: This Trump Supporter And Clinton Supporter Held Each Other’s Hair While Vomiting Out Of Election Anxiety,1
1066,"Your Congressman, Charlie Bass, took over $166,000 from Big Oil.",1
1067,Says Terry McAuliffe opposes Virginias right-to-work law.,1
1068,There is No Such Thing as Black Violence – All Good Boys Dindu Nuffin,1
1069,About 30 percent of those released from Guantanamo have re-entered the fight.,1
1070,Most of the newspapers that endorsed Alex Sink also endorsed Barack Obama.,0
1071,No Debate That Hillary Clinton’s Polling Numbers Are Improving - The New York Times,0
1072,We (Democrats) have made steady progress creating jobs and improving our schools.,0
1073,Planned Parenthood #PinkOut: ‘Turn the Whole Internet Planned Parenthood Pink’,0
1074,"We had people that were getting killed (in Benghazi), we had people who are willing to risk their lives to go save them, and somebody told them to stand down.",1
1075,We currently have one guy who is in charge of painting the entire Milwaukee County parks system.,0
1076,More Tennesseans have hunting and fishing licenses than vote.,1
1077,"""A year ago, in March 2007, I called for immediate action to address abuses in the subprime market, and I laid out detailed concrete proposals for how to do so.""",0
1078,"When President Bush took office in 2001, he inherited a $236 billion budget surplus, with a projected 10-year surplus of $5.6 trillion. When he ended his term, he left a $1.3 trillion deficit and a projected 10-year shortfall of $8 trillion.",0
1079,"""The Florida Legislature raised taxes and fees by almost $2 billion"" in the 2009 session.",0
1080,Says the Congressional Budget Office estimates a cap-and-trade program would cost the average family the equivalent of a postage stamp a day.,0
1081,CNNs Crap Polling is so bad that it shows that no one under the age of 50 has an opinion of Hillary Clinton.,1
1082,Inside the Failing Mission to Tame Donald Trump’s Tongue - The New York Times,0
1083,"In the month of July alone, EU exports to South Korea increased by over 36 percent. A lot of that is our market share. Those are our farmers and our service providers who are suffering.",0
1084,All the money the Department of Citrus has is paid for by the citrus growers. You dont save dollars by eliminating the Department of Citrus.,0
1085,"As a senator, Hillary Clinton has her name on three laws in eight years.",0
1086,A Pilots Experience,1
1087,Says half the Americans dont pay any income taxes.,0
1088,"Says Hillary Clinton has been a champion of globalist trade agreements. ... Worst of all, they are now pushing the disastrous 5,000-page Obamatrade the Trans-Pacific Partnership agreement.",1
